Mod:Item:MetaData, Localized Name
mekanism:glowplasticblock:12, §9Light Blue Plastic Glow Block
mekanism:glowplasticblock:13, §dMagenta Plastic Glow Block
mekanism:glowplasticblock:14, §6Orange Plastic Glow Block
mekanism:glowplasticblock:15, §fWhite Plastic Glow Block
mekanism:reinforcedplasticblock:0, §8Black Reinforced Plastic Block
mekanism:reinforcedplasticblock:1, §cRed Reinforced Plastic Block
mekanism:reinforcedplasticblock:2, §2Green Reinforced Plastic Block
mekanism:reinforcedplasticblock:3, §6Brown Reinforced Plastic Block
mekanism:reinforcedplasticblock:4, §1Blue Reinforced Plastic Block
mekanism:reinforcedplasticblock:5, §5Purple Reinforced Plastic Block
mekanism:reinforcedplasticblock:6, §3Cyan Reinforced Plastic Block
mekanism:reinforcedplasticblock:7, §7Light Grey Reinforced Plastic Block
mekanism:reinforcedplasticblock:8, §8Grey Reinforced Plastic Block
mekanism:reinforcedplasticblock:9, §dPink Reinforced Plastic Block
mekanism:reinforcedplasticblock:10, §aLime Reinforced Plastic Block
mekanism:reinforcedplasticblock:11, §eYellow Reinforced Plastic Block
mekanism:reinforcedplasticblock:12, §9Light Blue Reinforced Plastic Block
mekanism:reinforcedplasticblock:13, §dMagenta Reinforced Plastic Block
mekanism:reinforcedplasticblock:14, §6Orange Reinforced Plastic Block
mekanism:reinforcedplasticblock:15, §fWhite Reinforced Plastic Block
mekanism:roadplasticblock:0, §8Black Plastic Road
mekanism:roadplasticblock:1, §cRed Plastic Road
mekanism:roadplasticblock:2, §2Green Plastic Road
mekanism:roadplasticblock:3, §6Brown Plastic Road
mekanism:roadplasticblock:4, §1Blue Plastic Road
mekanism:roadplasticblock:5, §5Purple Plastic Road
mekanism:roadplasticblock:6, §3Cyan Plastic Road
mekanism:roadplasticblock:7, §7Light Grey Plastic Road
mekanism:roadplasticblock:8, §8Grey Plastic Road
mekanism:roadplasticblock:9, §dPink Plastic Road
mekanism:roadplasticblock:10, §aLime Plastic Road
mekanism:roadplasticblock:11, §eYellow Plastic Road
mekanism:roadplasticblock:12, §9Light Blue Plastic Road
mekanism:roadplasticblock:13, §dMagenta Plastic Road
mekanism:roadplasticblock:14, §6Orange Plastic Road
mekanism:roadplasticblock:15, §fWhite Plastic Road
mekanism:plasticfence:0, §8Black Plastic Barrier
mekanism:plasticfence:1, §cRed Plastic Barrier
mekanism:plasticfence:2, §2Green Plastic Barrier
mekanism:plasticfence:3, §6Brown Plastic Barrier
mekanism:plasticfence:4, §1Blue Plastic Barrier
mekanism:plasticfence:5, §5Purple Plastic Barrier
mekanism:plasticfence:6, §3Cyan Plastic Barrier
mekanism:plasticfence:7, §7Light Grey Plastic Barrier
mekanism:plasticfence:8, §8Grey Plastic Barrier
mekanism:plasticfence:9, §dPink Plastic Barrier
mekanism:plasticfence:10, §aLime Plastic Barrier
mekanism:plasticfence:11, §eYellow Plastic Barrier
mekanism:plasticfence:12, §9Light Blue Plastic Barrier
mekanism:plasticfence:13, §dMagenta Plastic Barrier
mekanism:plasticfence:14, §6Orange Plastic Barrier
mekanism:plasticfence:15, §fWhite Plastic Barrier
mekanism:saltblock, Salt Block
immersiveengineering:ore:0, Copper Ore
immersiveengineering:ore:1, Bauxite Ore
immersiveengineering:ore:2, Lead Ore
immersiveengineering:ore:3, Silver Ore
immersiveengineering:ore:4, Nickel Ore
immersiveengineering:ore:5, Uranium Ore
immersiveengineering:storage:0, Block of Copper
immersiveengineering:storage:1, Block of Aluminium
immersiveengineering:storage:2, Block of Lead
immersiveengineering:storage:3, Block of Silver
immersiveengineering:storage:4, Block of Nickel
immersiveengineering:storage:5, Block of Uranium
immersiveengineering:storage:6, Block of Constantan
immersiveengineering:storage:7, Block of Electrum
immersiveengineering:storage:8, Block of Steel
immersiveengineering:storage_slab:0, Copper Slab
immersiveengineering:storage_slab:1, Aluminium Slab
immersiveengineering:storage_slab:2, Lead Slab
immersiveengineering:storage_slab:3, Silver Slab
immersiveengineering:storage_slab:4, Nickel Slab
immersiveengineering:storage_slab:5, Uranium Slab
immersiveengineering:storage_slab:6, Constantan Slab
immersiveengineering:storage_slab:7, Electrum Slab
immersiveengineering:storage_slab:8, Steel Slab
immersiveengineering:stone_decoration:0, Coke Brick
immersiveengineering:stone_decoration:1, Blast Brick
immersiveengineering:stone_decoration:2, Reinforced Blast Brick
immersiveengineering:stone_decoration:3, Block of Coal Coke
immersiveengineering:stone_decoration:4, Hempcrete
immersiveengineering:stone_decoration:5, Concrete
immersiveengineering:stone_decoration:6, Concrete Tile
immersiveengineering:stone_decoration:7, Leaded Concrete
immersiveengineering:stone_decoration:8, Insulating Glass
immersiveengineering:stone_decoration:10, Kiln Brick
immersiveengineering:stone_decoration_slab:0, Coke Brick Slab
immersiveengineering:stone_decoration_slab:1, Blast Brick Slab
immersiveengineering:stone_decoration_slab:2, Reinforced Blast Brick Slab
immersiveengineering:stone_decoration_slab:4, Hempcrete Slab
immersiveengineering:stone_decoration_slab:5, Concrete Slab
immersiveengineering:stone_decoration_slab:6, Concrete Tile Slab
immersiveengineering:stone_decoration_slab:7, Leaded Concrete Slab
immersiveengineering:stone_decoration_slab:10, Kiln Brick Slab
immersiveengineering:stone_decoration_stairs_hempcrete, Hempcrete Stairs
immersiveengineering:stone_decoration_stairs_concrete, Concrete Stairs
immersiveengineering:stone_decoration_stairs_concrete_tile, Concrete Tile Stairs
immersiveengineering:stone_decoration_stairs_concrete_leaded, Leaded Concrete Stairs
immersiveengineering:stone_device:3, Concrete Sheet
immersiveengineering:stone_device:4, Concrete Panel
immersiveengineering:stone_device:5, Concrete Chunk
immersiveengineering:treated_wood:0, Treated Wood Planks
immersiveengineering:treated_wood:1, Treated Wood Planks
immersiveengineering:treated_wood:2, Treated Wood Planks
immersiveengineering:treated_wood_slab:0, Treated Wood Slab
immersiveengineering:treated_wood_slab:1, Treated Wood Slab
immersiveengineering:treated_wood_slab:2, Treated Wood Slab
immersiveengineering:treated_wood_stairs0, Treated Wood Stairs
immersiveengineering:treated_wood_stairs1, Treated Wood Stairs
immersiveengineering:treated_wood_stairs2, Treated Wood Stairs
immersiveengineering:wooden_decoration:0, Treated Wood Fence
immersiveengineering:wooden_decoration:1, Treated Wood Scaffolding
immersiveengineering:wooden_device0:0, Wooden Storage Crate
immersiveengineering:wooden_device0:1, Wooden Barrel
immersiveengineering:wooden_device0:2, Engineer's Workbench
immersiveengineering:wooden_device0:3, Item Router
immersiveengineering:wooden_device0:4, Gunpowder Barrel
immersiveengineering:wooden_device0:5, Reinforced Storage Crate
immersiveengineering:wooden_device0:6, Turntable
immersiveengineering:wooden_device0:7, Fluid Router
immersiveengineering:wooden_device1:0, Water Wheel
immersiveengineering:wooden_device1:1, Windmill
immersiveengineering:wooden_device1:3, Wooden Post
immersiveengineering:wooden_device1:4, Wooden Wallmount
immersiveengineering:hemp, Industrial Hemp
immersiveengineering:cloth_device:0, Jump Cushion
immersiveengineering:cloth_device:1, Balloon
immersiveengineering:cloth_device:2, Strip Curtain
immersiveengineering:fake_light, tile.immersiveengineering.fake_light.name
immersiveengineering:sheetmetal:0, Copper Sheetmetal
immersiveengineering:sheetmetal:1, Aluminium Sheetmetal
immersiveengineering:sheetmetal:2, Lead Sheetmetal
immersiveengineering:sheetmetal:3, Silver Sheetmetal
immersiveengineering:sheetmetal:4, Nickel Sheetmetal
immersiveengineering:sheetmetal:5, Uranium Sheetmetal
immersiveengineering:sheetmetal:6, Constantan Sheetmetal
immersiveengineering:sheetmetal:7, Electrum Sheetmetal
immersiveengineering:sheetmetal:8, Steel Sheetmetal
immersiveengineering:sheetmetal:9, Iron Sheetmetal
immersiveengineering:sheetmetal:10, Gold Sheetmetal
immersiveengineering:sheetmetal_slab:0, Copper Sheetmetal Slab
immersiveengineering:sheetmetal_slab:1, Aluminium Sheetmetal Slab
immersiveengineering:sheetmetal_slab:2, Lead Sheetmetal Slab
immersiveengineering:sheetmetal_slab:3, Silver Sheetmetal Slab
immersiveengineering:sheetmetal_slab:4, Nickel Sheetmetal Slab
immersiveengineering:sheetmetal_slab:5, Uranium Sheetmetal Slab
immersiveengineering:sheetmetal_slab:6, Constantan Sheetmetal Slab
immersiveengineering:sheetmetal_slab:7, Electrum Sheetmetal Slab
immersiveengineering:sheetmetal_slab:8, Steel Sheetmetal Slab
immersiveengineering:sheetmetal_slab:9, Iron Sheetmetal Slab
immersiveengineering:sheetmetal_slab:10, Gold Sheetmetal Slab
immersiveengineering:metal_decoration0:0, Copper Coil Block
immersiveengineering:metal_decoration0:1, Electrum Coil Block
immersiveengineering:metal_decoration0:2, High-Voltage Coil Block
immersiveengineering:metal_decoration0:3, Redstone Engineering Block
immersiveengineering:metal_decoration0:4, Light Engineering Block
immersiveengineering:metal_decoration0:5, Heavy Engineering Block
immersiveengineering:metal_decoration0:6, Generator Block
immersiveengineering:metal_decoration0:7, Radiator Block
immersiveengineering:metal_decoration1:0, Steel Fence
immersiveengineering:metal_decoration1:1, Steel Scaffolding
immersiveengineering:metal_decoration1:2, Steel Scaffolding
immersiveengineering:metal_decoration1:3, Steel Scaffolding
immersiveengineering:metal_decoration1:4, Aluminium Fence
immersiveengineering:metal_decoration1:5, Aluminium Scaffolding
immersiveengineering:metal_decoration1:6, Aluminium Scaffolding
immersiveengineering:metal_decoration1:7, Aluminium Scaffolding
immersiveengineering:metal_decoration2:0, Steel Post
immersiveengineering:metal_decoration2:1, Steel Wallmount
immersiveengineering:metal_decoration2:2, Aluminium Post
immersiveengineering:metal_decoration2:3, Aluminium Wallmount
immersiveengineering:metal_decoration2:4, Lantern
immersiveengineering:metal_decoration2:5, Razor Wire
immersiveengineering:metal_decoration2:7, Steel Structural Arm
immersiveengineering:metal_decoration2:8, Aluminium Structural Arm
immersiveengineering:metal_decoration1_slab:1, Steel Scaffolding Slab
immersiveengineering:metal_decoration1_slab:2, Steel Scaffolding Slab
immersiveengineering:metal_decoration1_slab:3, Steel Scaffolding Slab
immersiveengineering:metal_decoration1_slab:5, Aluminium Scaffolding Slab
immersiveengineering:metal_decoration1_slab:6, Aluminium Scaffolding Slab
immersiveengineering:metal_decoration1_slab:7, Aluminium Scaffolding Slab
immersiveengineering:steel_scaffolding_stairs0, Steel Scaffolding Stairs
immersiveengineering:steel_scaffolding_stairs1, Steel Scaffolding Stairs
immersiveengineering:steel_scaffolding_stairs2, Steel Scaffolding Stairs
immersiveengineering:aluminum_scaffolding_stairs0, Aluminium Scaffolding Stairs
immersiveengineering:aluminum_scaffolding_stairs1, Aluminium Scaffolding Stairs
immersiveengineering:aluminum_scaffolding_stairs2, Aluminium Scaffolding Stairs
immersiveengineering:metal_ladder:0, Metal Ladder
immersiveengineering:metal_ladder:1, Scaffold Covered Ladder
immersiveengineering:metal_ladder:2, Scaffold Covered Ladder
immersiveengineering:connector:0, LV Wire Connector
immersiveengineering:connector:1, LV Wire Relay
immersiveengineering:connector:2, MV Wire Connector
immersiveengineering:connector:3, MV Wire Relay
immersiveengineering:connector:4, HV Wire Connector
immersiveengineering:connector:5, HV Wire Relay
immersiveengineering:connector:6, Structural Cable Connector
immersiveengineering:connector:7, Transformer
immersiveengineering:connector:8, HV Transformer
immersiveengineering:connector:9, Breaker Switch
immersiveengineering:connector:10, Redstone Breaker
immersiveengineering:connector:11, Current Transformer
immersiveengineering:connector:12, Redstone Wire Connector
immersiveengineering:connector:13, Redstone Probe Connector
immersiveengineering:metal_device0:0, LV Capacitor
immersiveengineering:metal_device0:1, MV Capacitor
immersiveengineering:metal_device0:2, HV Capacitor
immersiveengineering:metal_device0:3, Creative Capacitor
immersiveengineering:metal_device0:4, Metal Barrel
immersiveengineering:metal_device0:5, Fluid Pump
immersiveengineering:metal_device0:6, Fluid Outlet
immersiveengineering:metal_device1:0, Blast Furnace Preheater
immersiveengineering:metal_device1:1, External Heater
immersiveengineering:metal_device1:2, Kinetic Dynamo
immersiveengineering:metal_device1:3, Thermoelectric Generator
immersiveengineering:metal_device1:4, Powered Lantern
immersiveengineering:metal_device1:5, Charging Station
immersiveengineering:metal_device1:6, Fluid Pipe
immersiveengineering:metal_device1:7, Core Sample Drill
immersiveengineering:metal_device1:8, Tesla Coil
immersiveengineering:metal_device1:9, Floodlight
immersiveengineering:metal_device1:10, Chemthrower Turret
immersiveengineering:metal_device1:11, Gun Turret
immersiveengineering:metal_device1:13, Garden Cloche
immersiveengineering:conveyor, tile.immersiveengineering.conveyor.name
immersiveengineering:material:0, Treated Stick
immersiveengineering:material:1, Iron Rod
immersiveengineering:material:2, Steel Rod
immersiveengineering:material:3, Aluminium Rod
immersiveengineering:material:4, Industrial Hemp Fiber
immersiveengineering:material:5, Tough Fabric
immersiveengineering:material:6, Coal Coke
immersiveengineering:material:7, Slag
immersiveengineering:material:8, Iron Mechanical Component
immersiveengineering:material:9, Steel Mechanical Component
immersiveengineering:material:10, Waterwheel Segment
immersiveengineering:material:11, Windmill Blade
immersiveengineering:material:12, Windmill Sail
immersiveengineering:material:13, Wooden Grip
immersiveengineering:material:14, Revolver Barrel
immersiveengineering:material:15, Revolver Drum
immersiveengineering:material:16, Revolver Hammer
immersiveengineering:material:17, Coke Dust
immersiveengineering:material:18, HOP Graphite Dust
immersiveengineering:material:19, HOP Graphite Ingot
immersiveengineering:material:20, Copper Wire
immersiveengineering:material:21, Electrum Wire
immersiveengineering:material:22, Aluminium Wire
immersiveengineering:material:23, Steel Wire
immersiveengineering:material:24, Nitrate Dust
immersiveengineering:material:25, Sulfur Dust
immersiveengineering:material:26, Vacuum Tube
immersiveengineering:material:27, Circuit Board
immersiveengineering:metal:0, Copper Ingot
immersiveengineering:metal:1, Aluminium Ingot
immersiveengineering:metal:2, Lead Ingot
immersiveengineering:metal:3, Silver Ingot
immersiveengineering:metal:4, Nickel Ingot
immersiveengineering:metal:5, Uranium Ingot
immersiveengineering:metal:6, Constantan Ingot
immersiveengineering:metal:7, Electrum Ingot
immersiveengineering:metal:8, Steel Ingot
immersiveengineering:metal:9, Copper Grit
immersiveengineering:metal:10, Aluminium Grit
immersiveengineering:metal:11, Lead Grit
immersiveengineering:metal:12, Silver Grit
immersiveengineering:metal:13, Nickel Grit
immersiveengineering:metal:14, Uranium Grit
immersiveengineering:metal:15, Constantan Grit
immersiveengineering:metal:16, Electrum Grit
immersiveengineering:metal:17, Steel Grit
immersiveengineering:metal:18, Iron Grit
immersiveengineering:metal:19, Gold Grit
immersiveengineering:metal:20, Copper Nugget
immersiveengineering:metal:21, Aluminium Nugget
immersiveengineering:metal:22, Lead Nugget
immersiveengineering:metal:23, Silver Nugget
immersiveengineering:metal:24, Nickel Nugget
immersiveengineering:metal:25, Uranium Nugget
immersiveengineering:metal:26, Constantan Nugget
immersiveengineering:metal:27, Electrum Nugget
immersiveengineering:metal:28, Steel Nugget
immersiveengineering:metal:29, Iron Nugget
immersiveengineering:metal:30, Copper Plate
immersiveengineering:metal:31, Aluminium Plate
immersiveengineering:metal:32, Lead Plate
immersiveengineering:metal:33, Silver Plate
immersiveengineering:metal:34, Nickel Plate
immersiveengineering:metal:35, Uranium Plate
immersiveengineering:metal:36, Constantan Plate
immersiveengineering:metal:37, Electrum Plate
immersiveengineering:metal:38, Steel Plate
immersiveengineering:metal:39, Iron Plate
immersiveengineering:metal:40, Gold Plate
immersiveengineering:tool:0, Engineer's Hammer
immersiveengineering:tool:1, Engineer's Wire Cutters
immersiveengineering:tool:2, Engineer's Voltmeter
immersiveengineering:tool:3, Engineer's Manual
immersiveengineering:pickaxe_steel, Steel Pickaxe
immersiveengineering:shovel_steel, Steel Shovel
immersiveengineering:axe_steel, Steel Axe
immersiveengineering:sword_steel, Steel Sword
immersiveengineering:toolbox, Engineer's Toolbox
immersiveengineering:wirecoil:0, LV Wire Coil
immersiveengineering:wirecoil:1, MV Wire Coil
immersiveengineering:wirecoil:2, HV Wire Coil
immersiveengineering:wirecoil:3, Hemp Rope Coil
immersiveengineering:wirecoil:4, Steel Cable Coil
immersiveengineering:wirecoil:5, Redstone Wire Coil
immersiveengineering:wirecoil:6, Insulated LV Wire Coil
immersiveengineering:wirecoil:7, Insulated MV Wire Coil
immersiveengineering:seed:0, Industrial Hemp Seeds
immersiveengineering:drill:0, Mining Drill
immersiveengineering:drillhead:0, Steel Drill Head
immersiveengineering:drillhead:1, Iron Drill Head
immersiveengineering:jerrycan, Jerrycan
immersiveengineering:mold:0, Metal Press Mold: Plate
immersiveengineering:mold:1, Metal Press Mold: Gear
immersiveengineering:mold:2, Metal Press Mold: Rod
immersiveengineering:mold:3, Metal Press Mold: Bullet Casing
immersiveengineering:mold:4, Metal Press Mold: Wire
immersiveengineering:mold:5, Metal Press Mold: Packing 2x2
immersiveengineering:mold:6, Metal Press Mold: Packing 3x3
immersiveengineering:mold:7, Metal Press Mold: Unpacking
immersiveengineering:blueprint, Engineer's Blueprint
immersiveengineering:revolver, Revolver
immersiveengineering:speedloader, Revolver Speedloader
immersiveengineering:bullet:0, Empty Casing
immersiveengineering:bullet:1, Empty Shell
immersiveengineering:bullet:2, Casull Cartridge
immersiveengineering:bullet:2, Armor-Piercing Cartridge
immersiveengineering:bullet:2, Buckshot Cartridge
immersiveengineering:bullet:2, High-Explosive Cartridge
immersiveengineering:bullet:2, Silver Cartridge
immersiveengineering:bullet:2, Dragon's Breath Cartridge
immersiveengineering:bullet:2, Phial Cartridge
immersiveengineering:bullet:2, Flare Cartridge
immersiveengineering:chemthrower, Chemical Thrower
immersiveengineering:railgun, Railgun
immersiveengineering:skyhook, Engineer's Skyhook
immersiveengineering:toolupgrade:0, Pressurized Air Tank
immersiveengineering:toolupgrade:1, Advanced Lubrication System
immersiveengineering:toolupgrade:2, Additional Augers
immersiveengineering:toolupgrade:3, Large Tank
immersiveengineering:toolupgrade:4, Bayonet
immersiveengineering:toolupgrade:5, Extended Magazine
immersiveengineering:toolupgrade:6, Amplifier Electron Tubes
immersiveengineering:toolupgrade:7, Focused Nozzle
immersiveengineering:toolupgrade:8, Precision Scope
immersiveengineering:toolupgrade:9, Additional Capacitors
immersiveengineering:toolupgrade:10, Flashbulb
immersiveengineering:toolupgrade:11, Shock Emitters
immersiveengineering:toolupgrade:12, Magnetic Glove
immersiveengineering:toolupgrade:13, Multitank
immersiveengineering:shader, Shader
immersiveengineering:shader_bag, Shader Grabbag
immersiveengineering:earmuffs, Ear Defenders
immersiveengineering:coresample, Core Sample
immersiveengineering:graphite_electrode, Graphite Electrode
immersiveengineering:faraday_suit_feet, Faraday Boots
immersiveengineering:faraday_suit_legs, Faraday Leggings
immersiveengineering:faraday_suit_chest, Faraday Chestplate
immersiveengineering:faraday_suit_head, Faraday Helmet
immersiveengineering:fluorescent_tube, Fluorescent Tube
immersiveengineering:powerpack, Capacitor Backpack
immersiveengineering:shield, Heavy Plated Shield
zerocore:debugtool, Debug Tool
bigreactors:ingotmetals:0, Yellorium Ingot
bigreactors:ingotmetals:1, Cyanite Ingot
bigreactors:ingotmetals:2, Graphite Bar
bigreactors:ingotmetals:3, Blutonium Ingot
bigreactors:ingotmetals:4, Ludicrite Ingot
bigreactors:ingotmetals:5, Steel Ingot
bigreactors:dustmetals:0, Yellorium Dust
bigreactors:dustmetals:1, Cyanite Dust
bigreactors:dustmetals:2, Graphite Dust
bigreactors:dustmetals:3, Blutonium Dust
bigreactors:dustmetals:4, Ludicrite Dust
bigreactors:dustmetals:5, Steel Dust
bigreactors:minerals:0, Anglesite (PbSO4)
bigreactors:minerals:1, Benitoite (BaTiSi3O9)
bigreactors:reactorcasingcores:0, Reactor Casing Core (Legacy)
bigreactors:turbinehousingcores:0, Turbine Housing Core (Legacy)
bigreactors:wrench, Extreme Wrench
bigreactors:turbinecreativesteamgenerator:0, Turbine Creative Steam Generator (Legacy)
bigreactors:turbinerotorblade:0, Turbine Rotor Blade (Legacy)
bigreactors:brore:0, Yellorite Ore
bigreactors:brore:1, Anglesite Ore
bigreactors:brore:2, Benitoite Ore
bigreactors:blockmetals:0, Yellorium Block
bigreactors:blockmetals:1, Cyanite Block
bigreactors:blockmetals:2, Graphite Block
bigreactors:blockmetals:3, Blutonium Block
bigreactors:blockmetals:4, Ludicrite Block
bigreactors:blockmetals:5, Steel Block
bigreactors:turbinebearing:0, Turbine Rotor Bearing (Legacy)
bigreactors:reactorrednetport:0, Reactor RedNet Port (Legacy)
bigreactors:turbinehousing:0, Turbine Housing (Legacy)
bigreactors:reactoraccessport:0, Reactor Access Port (Legacy)
bigreactors:turbinecomputerport:0, Turbine Computer Port (Legacy)
bigreactors:turbinerotorshaft:0, Turbine Rotor Shaft (Legacy)
bigreactors:reactorcreativecoolantport:0, Reactor Creative Coolant Port (Legacy)
bigreactors:turbinefluidport:0, Turbine Fluid Port (Legacy)
bigreactors:reactorcoolantport:0, Reactor Coolant Port (Legacy)
bigreactors:turbinecontroller:0, Turbine Controller (Legacy)
bigreactors:reactorpowertaptesla:0, Reactor Tesla Power Tap (Legacy)
bigreactors:turbineglass:0, Turbine Glass (Legacy)
bigreactors:reactorcasing:0, Reactor Casing (Legacy)
bigreactors:reactorpowertaprf:0, Reactor Redstone Flux Power Tap (Legacy)
bigreactors:reactorcontroller:0, Reactor Controller (Legacy)
bigreactors:reactorredstoneport:0, Reactor Redstone Port (Legacy)
bigreactors:turbinepowertaprf:0, Turbine Redstone Flux Power Tap (Legacy)
bigreactors:turbinepowertaptesla:0, Turbine Tesla Power Tap (Legacy)
bigreactors:reactorcomputerport:0, Reactor Computer Port (Legacy)
bigreactors:reactorglass:0, Reactor Glass (Legacy)
bigreactors:reactorcontrolrod:0, Reactor Control Rod (Legacy)
bigreactors:reactorfuelrod:0, Reactor Fuel Rod (Legacy)
galacticraftcore:crude_oil_still, Crude Oil
galacticraftcore:bucket_oil, Oil Bucket
galacticraftcore:fuel, Fuel
galacticraftcore:bucket_fuel, Fuel Bucket
galacticraftcore:landing_pad:0, Rocket Launch Pad
galacticraftcore:landing_pad:1, Buggy Fueling Pad
galacticraftcore:landing_pad_full, Rocket Launch Pad
galacticraftcore:unlit_torch, Torch
galacticraftcore:unlit_torch_lit, Torch
galacticraftcore:distributor, Oxygen Bubble Distributor
galacticraftcore:collector, Oxygen Collector
galacticraftcore:oxygen_compressor:0, Oxygen Compressor
galacticraftcore:oxygen_compressor:4, Oxygen Decompressor
galacticraftcore:sealer, Oxygen Sealer
galacticraftcore:oxygen_detector, Oxygen Detector
galacticraftcore:aluminum_wire:0, Aluminum Wire
galacticraftcore:aluminum_wire:1, Heavy Aluminum Wire
galacticraftcore:aluminum_wire:2, Switchable Aluminum Wire
galacticraftcore:aluminum_wire:3, Switchable Heavy Aluminum Wire
galacticraftcore:fluid_pipe, Fluid Pipe
galacticraftcore:fluid_pipe_pull, Fluid Pipe
galacticraftcore:refinery, Refinery
galacticraftcore:fuel_loader, Fuel Loader
galacticraftcore:cargo:0, Cargo Loader
galacticraftcore:cargo:4, Cargo Unloader
galacticraftcore:rocket_workbench, NASA Workbench
galacticraftcore:basic_block_core:3, Tin Decoration Block
galacticraftcore:basic_block_core:4, Tin Wall Block
galacticraftcore:basic_block_core:5, Copper Ore
galacticraftcore:basic_block_core:6, Tin Ore
galacticraftcore:basic_block_core:7, Aluminum Ore
galacticraftcore:basic_block_core:8, Silicon Ore
galacticraftcore:basic_block_core:9, Copper Block
galacticraftcore:basic_block_core:10, Block of Tin
galacticraftcore:basic_block_core:11, Aluminum Block
galacticraftcore:basic_block_core:12, Solid Meteoric Iron
galacticraftcore:basic_block_core:13, Silicon Block
galacticraftcore:air_lock_frame:0, Air Lock Frame
galacticraftcore:air_lock_frame:1, Air Lock Controller
galacticraftcore:air_lock_seal, Air Lock Seal
galacticraftcore:space_glass_clear:0, Vacuum Glass (Clear)
galacticraftcore:space_glass_clear:1, Vacuum Glass (Clear)
galacticraftcore:space_glass_vanilla:0, Vacuum Glass
galacticraftcore:space_glass_vanilla:1, Vacuum Glass
galacticraftcore:space_glass_strong:0, Vacuum Glass (Strong)
galacticraftcore:space_glass_strong:1, Vacuum Glass (Strong)
galacticraftcore:magnetic_table, Magnetic Crafting Table
galacticraftcore:enclosed:14, Sealable Aluminum Wire
galacticraftcore:enclosed:15, Sealable Heavy Aluminum Wire
galacticraftcore:enclosed:1, Sealable Fluid Pipe
galacticraftcore:space_station_base, Space Station Arrival Block
galacticraftcore:parachest, Parachest
galacticraftcore:solar:0, Basic Solar Panel
galacticraftcore:solar:4, Advanced Solar Panel
galacticraftcore:dishbase, Communications Dish
galacticraftcore:machine:0, Coal Generator
galacticraftcore:machine:12, Compressor
galacticraftcore:machine2:0, Electric Compressor
galacticraftcore:machine2:4, Circuit Fabricator
galacticraftcore:machine2:8, Oxygen Storage Module
galacticraftcore:machine2:12, Deconstructor
galacticraftcore:machine3:0, Chromatic Applicator
galacticraftcore:machine_tiered:0, Energy Storage Module
galacticraftcore:machine_tiered:4, Electric Furnace
galacticraftcore:machine_tiered:8, Energy Storage Cluster
galacticraftcore:machine_tiered:12, Electric Arc Furnace
galacticraftcore:panel_lighting:0, Lighting Panel (Square)
galacticraftcore:panel_lighting:1, Lighting Panel (Spotlight)
galacticraftcore:panel_lighting:2, Lighting Panel (Linear)
galacticraftcore:panel_lighting:3, Lighting Panel (Dark)
galacticraftcore:panel_lighting:4, Lighting Panel (Dark)
galacticraftcore:glowstone_torch, Glowstone Torch
galacticraftcore:fallen_meteor, Fallen Meteor
galacticraftcore:basic_block_moon:0, Copper Ore
galacticraftcore:basic_block_moon:1, Tin Ore
galacticraftcore:basic_block_moon:2, Cheese Ore
galacticraftcore:basic_block_moon:3, Moon Dirt
galacticraftcore:basic_block_moon:4, Moon Rock
galacticraftcore:basic_block_moon:5, Moon Turf
galacticraftcore:basic_block_moon:6, Sapphire Ore
galacticraftcore:basic_block_moon:14, Moon Dungeon Brick
galacticraftcore:cheese, Block of Cheese
galacticraftcore:spin_thruster, Spin Thruster
galacticraftcore:view_screen, Display Screen
galacticraftcore:telemetry, Telemetry Unit
galacticraftcore:arclamp, Arc Lamp
galacticraftcore:treasure_chest, Treasure Chest
galacticraftcore:fluid_tank, Fluid Tank
galacticraftcore:boss_spawner, tile.boss_spawner.name
galacticraftcore:tin_stairs_1, Tin Decoration Stairs
galacticraftcore:tin_stairs_2, Tin Decoration Stairs
galacticraftcore:moon_stairs_stone, Moon Rock Stairs
galacticraftcore:moon_stairs_brick, Moon Dungeon Brick Stairs
galacticraftcore:wall_gc:0, Tin Decoration Wall
galacticraftcore:wall_gc:1, Tin Decoration Wall
galacticraftcore:wall_gc:2, Moon Rock Wall
galacticraftcore:wall_gc:3, Moon Dungeon Brick Wall
galacticraftcore:wall_gc:4, Mars Cobblestone Wall
galacticraftcore:wall_gc:5, Mars Dungeon Brick Wall
galacticraftcore:slab_gc_half:0, Tin Decoration Slab
galacticraftcore:slab_gc_half:1, Tin Decoration Slab
galacticraftcore:slab_gc_half:2, Moon Rock Slab
galacticraftcore:slab_gc_half:3, Moon Dungeon Brick Slab
galacticraftcore:slab_gc_half:4, Mars Cobblestone Slab
galacticraftcore:slab_gc_half:5, Mars Dungeon Brick Slab
galacticraftcore:slab_gc_half:6, Dark Decoration Slab
galacticraftcore:slab_gc_double:0, tile.slab_gc_double.tin_slab_1.name
galacticraftcore:slab_gc_double:1, tile.slab_gc_double.tin_slab_2.name
galacticraftcore:slab_gc_double:2, tile.slab_gc_double.moon_slab.name
galacticraftcore:slab_gc_double:3, tile.slab_gc_double.moon_bricks_slab.name
galacticraftcore:slab_gc_double:4, tile.slab_gc_double.mars_slab.name
galacticraftcore:slab_gc_double:5, tile.slab_gc_double.mars_bricks_slab.name
galacticraftcore:slab_gc_double:6, tile.slab_gc_double.asteroids_slab.name
galacticraftcore:concealed_redstone, Hidden Redstone Wire
